2018-02-01 17:45:59.5593 || WebApplication.Attributes.UserAuthorizeAttribute.AuthorizeCore || WARN || Пользователь не авторизован
2018-02-01 17:45:59.6775 || WebApplication.Attributes.UserAuthorizeAttribute.AuthorizeCore || TRACE || Cookie.Ticket.Name = null
2018-02-01 17:45:59.6775 || WebApplication.Attributes.UserAuthorizeAttribute.AuthorizeCore || TRACE || Cookie.Ticket.UserData = null
2018-02-01 17:45:59.6775 || WebApplication.Attributes.UserAuthorizeAttribute.AuthorizeCore || TRACE || Cookie.Id = null
2018-02-01 22:58:29.1399 || WebApplication.Attributes.UserAuthorizeAttribute.AuthorizeCore || INFO || Вход пользователя (id= 2, email = kamaev@mail.ru, status = admin)
2018-02-01 22:58:33.9030 || WebApplication.Attributes.UserAuthorizeAttribute.AuthorizeCore || INFO || Вход пользователя (id= 2, email = kamaev@mail.ru, status = admin)
2018-02-01 22:58:47.0367 || WebApplication.Attributes.UserAuthorizeAttribute.AuthorizeCore || INFO || Вход пользователя (id= 2, email = kamaev@mail.ru, status = admin)
2018-02-01 22:58:49.2605 || WebApplication.Attributes.UserAuthorizeAttribute.AuthorizeCore || INFO || Вход пользователя (id= 2, email = kamaev@mail.ru, status = admin)
2018-02-01 22:58:53.1707 || WebApplication.Attributes.UserAuthorizeAttribute.AuthorizeCore || INFO || Вход пользователя (id= 2, email = kamaev@mail.ru, status = admin)
2018-02-01 22:58:54.6830 || WebApplication.Attributes.UserAuthorizeAttribute.AuthorizeCore || INFO || Вход пользователя (id= 2, email = kamaev@mail.ru, status = admin)
2018-02-01 22:59:23.6513 || WebApplication.Attributes.UserAuthorizeAttribute.AuthorizeCore || INFO || Вход пользователя (id= 2, email = kamaev@mail.ru, status = admin)
2018-02-01 22:59:27.2129 || WebApplication.Attributes.UserAuthorizeAttribute.AuthorizeCore || INFO || Вход пользователя (id= 2, email = kamaev@mail.ru, status = admin)
2018-02-01 22:59:28.8868 || WebApplication.Attributes.UserAuthorizeAttribute.AuthorizeCore || INFO || Вход пользователя (id= 2, email = kamaev@mail.ru, status = admin)
2018-02-01 22:59:29.9228 || WebApplication.Attributes.UserAuthorizeAttribute.AuthorizeCore || INFO || Вход пользователя (id= 2, email = kamaev@mail.ru, status = admin)
2018-02-01 22:59:54.4570 || WebApplication.Attributes.UserAuthorizeAttribute.AuthorizeCore || INFO || Вход пользователя (id= 2, email = kamaev@mail.ru, status = admin)
